67068	physiqu
67068	mathi
67068	fink
67068	bel
67068	exempl
67068	chercheur
67068	innov
67068	avril
67068	cnr
67068	décern
67068	fois
67068	médaill
67068	innov
67068	valer
67068	pécress
67068	ministr
67068	enseign
67068	supérieur
67068	origin
67068	création
67068	cnr
67068	souhait
67068	honor
67068	ingénieur
67068	travaill
67068	établ
67068	public
67068	univers
67068	grand
67068	écol
67068	industriel
67068	développent
67068	innov
67068	marqu
67068	édit
67068	nouvel
67068	distinct
67068	attribu
67068	trois
67068	réput
67068	économ
67068	esther
67068	duflo
67068	roboticien
67068	françois
67068	pierrot
67068	physicien
67068	mathi
67068	fink
67068	directeur
67068	institut
67068	langevin
67068	onde
67068	imag
67068	cré
67068	janvi
67068	ecol
67068	physiqu
67068	chim
67068	industriel
67068	vill
67068	paris
67068	espci
67068	mathi
67068	fink
67068	remarqu
67068	exempl
67068	innovent
67068	traval
67068	équip
67068	about
67068	création
67068	quatr
67068	start
67068	up
67068	totalisent
67068	person
67068	domain
67068	vari
67068	médecin
67068	télécommun
67068	multimédi
67068	objet
67068	tactil
67068	aim
67068	transform
67068	idé
67068	physiqu
67068	fondamental
67068	produit
67068	innov
67068	précis
67068	emblé
67068	mathi
67068	fink
67068	parven
67068	fall
67068	trouv
67068	terrain
67068	propic
67068	fin
67068	anné
67068	occas
67068	rencontr
67068	georg
67068	charpak
67068	prix
67068	nobel
67068	physiqu
67068	va
67068	découvr
67068	coeur
67068	montagn
67068	saint
67068	geneviev
67068	plein
67068	paris
67068	physicien
67068	grand
67068	laboratoir
67068	franc
67068	physiqu
67068	solid
67068	mathi
67068	fink
67068	souhait
67068	innov
67068	autour
67068	concept
67068	renvers
67068	temp
67068	bel
67068	physiqu
67068	qualifient
67068	connaisseur
67068	intéress
67068	quatr
67068	grand
67068	industriel
67068	secteur
67068	aéronaut
67068	dassault
67068	aerospatial
67068	snecm
67068	turbomec
67068	prêt
67068	financ
67068	traval
67068	époqu
67068	milieu
67068	peu
67068	enclin
67068	travaill
67068	industr
67068	cel
67068	militaro
67068	industriel
67068	mathi
67068	fink
67068	retrouv
67068	isol
67068	georg
67068	charpak
67068	lui
67068	propos
67068	rencontr
67068	pierr
67068	gill
67068	gen
67068	directeur
67068	espci
67068	jacqu
67068	lewin
67068	directeur
67068	scientif
67068	endroit
67068	sympath
67068	lui
67068	précis
67068	georg
67068	charpak
67068	je
67068	ai
67068	rencontr
67068	endroit
67068	était
67068	sympath
67068	dit
67068	vous
67068	voul
67068	innov
67068	ven
67068	résum
67068	mathi
67068	fink
67068	ajout
67068	cel
67068	chanc
67068	ma
67068	carri
67068	vous
67068	ête
67068	chercheur
67068	amus
67068	vous
67068	des
67068	physicien
67068	cré
67068	laboratoir
67068	onde
67068	acoust
67068	écol
67068	qualif
67068	uniqu
67068	innov
67068	particuli
67068	bien
67068	vu
67068	espci
67068	vous
67068	don
67068	feu
67068	vert
67068	moment
67068	idé
67068	propos
67068	original
67068	précis
67068	autr
67068	particular
67068	écol
67068	vrai
67068	autr
67068	grand
67068	ecol
67068	pluridisciplinar
67068	regn
67068	cherch
67068	vous
67068	trouv
67068	ailleur
67068	départ
67068	physiqu
67068	départ
67068	chim
67068	départ
67068	biolog
67068	ici
67068	vous
67068	dit
67068	des
67068	départ
67068	vous
67068	ête
67068	chercheur
67068	amus
67068	vous
67068	soulign
