67068	physiqu	2.07219270
67068	mathi	5.02643520
67068	fink	5.02643520
67068	bel	2.01935704
67068	exempl	0.87737366
67068	chercheur	1.34589027
67068	innov	0.77456461
67068	avril	1.15148976
67068	cnr	0.77104477
67068	décern	1.47182491
67068	fois	0.53549399
67068	médaill	1.47182491
67068	valer	2.21218760
67068	pécress	2.21218760
67068	ministr	1.39927425
67068	enseign	0.77285491
67068	supérieur	0.81424760
67068	origin	1.11527759
67068	création	1.44254887
67068	souhait	1.11889242
67068	honor	2.51321760
67068	ingénieur	0.72082591
67068	travaill	0.95124523
67068	établ	0.73506635
67068	public	0.91115761
67068	univers	1.08185384
67068	grand	0.56849917
67068	écol	1.59802930
67068	industriel	0.67817200
67068	développent	1.61012761
67068	marqu	1.28276868
67068	édit	0.76502957
67068	nouvel	0.53265974
67068	distinct	1.81424760
67068	attribu	1.66811956
67068	trois	0.56873493
67068	réput	1.54952453
67068	économ	0.72082591
67068	esther	2.51321760
67068	duflo	2.51321760
67068	roboticien	2.21218760
67068	françois	1.47182491
67068	pierrot	2.21218760
67068	physicien	1.97509773
67068	directeur	1.17853074
67068	institut	0.75170144
67068	langevin	3.26766931
67068	onde	2.78012802
67068	imag	1.66794457
67068	cré	0.81528229
67068	janvi	1.02185591
67068	ecol	0.97549878
67068	chim	1.32946519
67068	vill	1.28276868
67068	paris	0.88539202
67068	espci	3.08235224
67068	remarqu	1.43403635
67068	innovent	2.21218760
67068	traval	0.68492187
67068	équip	0.56849917
67068	about	1.03609635
67068	quatr	1.45100960
67068	start	1.49812272
67068	up	1.38697548
67068	totalisent	2.51321760
67068	person	0.91747398
67068	domain	0.56469431
67068	vari	1.25794509
67068	médecin	1.23446400
67068	télécommun	2.02827336
67068	multimédi	2.51321760
67068	objet	0.85045977
67068	tactil	2.03609635
67068	aim	2.03609635
67068	transform	1.33712634
67068	idé	1.02643686
67068	fondamental	1.54952453
67068	produit	0.54008975
67068	précis	0.72678546
67068	emblé	1.28276868
67068	parven	1.06605957
67068	fall	1.61012761
67068	trouv	1.11889242
67068	terrain	1.21218760
67068	propic	2.03609635
67068	fin	0.84553255
67068	anné	0.34886474
67068	occas	0.68070869
67068	rencontr	1.37879520
67068	georg	2.67986368
67068	charpak	3.71232712
67068	prix	1.03609635
67068	nobel	1.66811956
67068	va	0.55417621
67068	découvr	1.45100960
67068	coeur	1.22949401
67068	montagn	1.73506635
67068	saint	1.25794509
67068	geneviev	1.81424760
67068	plein	1.03609635
67068	laboratoir	0.68957825
67068	franc	0.67436851
67068	solid	1.11527759
67068	autour	0.55417621
67068	concept	1.16536259
67068	renvers	4.02632536
67068	temp	1.02236474
67068	qualifient	2.51321760
67068	connaisseur	2.21218760
67068	intéress	0.61559051
67068	secteur	0.57369835
67068	aéronaut	1.13300636
67068	dassault	2.21218760
67068	aerospatial	2.51321760
67068	snecm	2.21218760
67068	turbomec	2.21218760
67068	prêt	1.73506635
67068	financ	0.76502957
67068	époqu	1.66811956
67068	milieu	1.21218760
67068	peu	0.68070869
67068	enclin	2.21218760
67068	industr	0.68070869
67068	cel	0.40925266
67068	militaro	2.51321760
67068	retrouv	1.23446400
67068	isol	1.30909762
67068	lui	1.08578213
67068	propos	0.71482461
67068	pierr	1.02185591
67068	gill	1.81424760
67068	gen	1.00806762
67068	jacqu	1.61012761
67068	lewin	2.51321760
67068	scientif	0.50461743
67068	endroit	2.67986368
67068	sympath	2.87812243
67068	je	1.00806762
67068	ai	1.25794509
67068	était	1.15337149
67068	dit	0.80090172
67068	vous	1.56628402
67068	voul	2.03609635
67068	ven	1.13300636
67068	résum	0.74978961
67068	ajout	0.82302152
67068	chanc	1.55897509
67068	ma	1.51321760
67068	carri	1.25794509
67068	ête	2.64902243
67068	amus	3.71232712
67068	des	0.92877546
67068	acoust	2.37835371
67068	qualif	1.66811956
67068	uniqu	0.68070869
67068	particuli	0.44133559
67068	bien	0.58893831
67068	vu	1.05081960
67068	don	0.64398588
67068	feu	2.03609635
67068	vert	1.36708956
67068	moment	1.23446400
67068	original	1.41347963
67068	autr	0.49955512
67068	particular	1.43403635
67068	vrai	1.17079492
67068	pluridisciplinar	2.67986368
67068	regn	2.51321760
67068	cherch	1.30909762
67068	ailleur	0.90043374
67068	départ	1.65988851
67068	biolog	0.90043374
67068	ici	0.92215299
67068	soulign	0.72788777
67068	point	0.62112300
67068	humour	1.51321760
67068	développ	0.43112753
67068	fameux	1.36708956
67068	miroir	2.03609635
67068	retourn	2.87812243
67068	temporel	2.48647339
67068	permettent	0.98173868
67068	échantillon	1.36708956
67068	enregistr	1.47182491
67068	champ	1.23446400
67068	incident	1.73506635
67068	puis	1.26089265
67068	réémettr	2.21218760
67068	chronolog	2.21218760
67068	invers	2.17027359
67068	collabor	0.56873493
67068	rendus	2.03609635
67068	compt	0.83026054
67068	revivr	2.21218760
67068	vi	0.62112300
67068	pass	0.83026054
67068	permet	0.56469431
67068	focalis	1.91488836
67068	sourc	1.09824425
67068	façon	1.08242620
67068	efficac	0.91115761
67068	commenc	0.73506635
67068	abord	1.00806762
67068	ultrason	2.87812243
67068	sismiqu	2.21218760
67068	micro	1.21218760
67068	aur	1.34799243
67068	pu	1.10647367
67068	limit	0.94501588
67068	publi	0.74978961
67068	excellent	1.23446400
67068	papi	2.21218760
67068	publiqu	0.86000509
67068	physical	2.03609635
67068	review	1.91115761
67068	compr	1.43403635
67068	vit	1.25794509
67068	delà	1.34799243
67068	avait	1.21442564
67068	appliqu	0.67912663
67068	potentiel	1.00806762
67068	brûl	2.03609635
67068	tumeur	1.91115761
67068	détruir	1.91115761
67068	compos	0.74978961
67068	électron	1.15148976
